"city","lat","lon","Year","Month","T2M_Mean","PRCP_Total_mm"
"Kilis",36.7184,37.1147,1986,1,NA,83.7
"Kilis",36.7184,37.1147,1986,1,5.33,NA
"Kilis",36.7184,37.1147,1986,2,NA,85.12
"Kilis",36.7184,37.1147,1986,2,7.59,NA
"Kilis",36.7184,37.1147,1986,3,NA,18.6
"Kilis",36.7184,37.1147,1986,3,10.68,NA
"Kilis",36.7184,37.1147,1986,4,NA,22.5
"Kilis",36.7184,37.1147,1986,4,16.76,NA
"Kilis",36.7184,37.1147,1986,5,NA,46.5
"Kilis",36.7184,37.1147,1986,5,17.54,NA
"Kilis",36.7184,37.1147,1986,6,NA,29.4
"Kilis",36.7184,37.1147,1986,6,24.14,NA
"Kilis",36.7184,37.1147,1986,7,NA,0.31
"Kilis",36.7184,37.1147,1986,7,27.7,NA
"Kilis",36.7184,37.1147,1986,8,NA,0.93
"Kilis",36.7184,37.1147,1986,8,28.83,NA
"Kilis",36.7184,37.1147,1986,9,NA,7.5
"Kilis",36.7184,37.1147,1986,9,26.46,NA
"Kilis",36.7184,37.1147,1986,10,NA,45.26
"Kilis",36.7184,37.1147,1986,10,19.25,NA
"Kilis",36.7184,37.1147,1986,11,NA,74.1
"Kilis",36.7184,37.1147,1986,11,9.96,NA
"Kilis",36.7184,37.1147,1986,12,NA,70.06
"Kilis",36.7184,37.1147,1986,12,5.72,NA
"Kilis",36.7184,37.1147,1987,1,NA,125.86
"Kilis",36.7184,37.1147,1987,1,6.26,NA
"Kilis",36.7184,37.1147,1987,2,NA,71.12
"Kilis",36.7184,37.1147,1987,2,7.86,NA
"Kilis",36.7184,37.1147,1987,3,NA,106.95
"Kilis",36.7184,37.1147,1987,3,6.82,NA
"Kilis",36.7184,37.1147,1987,4,NA,24.3
"Kilis",36.7184,37.1147,1987,4,12.86,NA
"Kilis",36.7184,37.1147,1987,5,NA,5.89
"Kilis",36.7184,37.1147,1987,5,19.4,NA
"Kilis",36.7184,37.1147,1987,6,NA,3.3
"Kilis",36.7184,37.1147,1987,6,24.29,NA
"Kilis",36.7184,37.1147,1987,7,NA,2.48
"Kilis",36.7184,37.1147,1987,7,29.02,NA
"Kilis",36.7184,37.1147,1987,8,NA,1.24
"Kilis",36.7184,37.1147,1987,8,28.44,NA
"Kilis",36.7184,37.1147,1987,9,NA,4.5
"Kilis",36.7184,37.1147,1987,9,25.41,NA
"Kilis",36.7184,37.1147,1987,10,NA,58.59
"Kilis",36.7184,37.1147,1987,10,17.87,NA
"Kilis",36.7184,37.1147,1987,11,NA,46.5
"Kilis",36.7184,37.1147,1987,11,10.68,NA
"Kilis",36.7184,37.1147,1987,12,NA,64.17
"Kilis",36.7184,37.1147,1987,12,6.32,NA
"Kilis",36.7184,37.1147,1988,1,NA,60.14
"Kilis",36.7184,37.1147,1988,1,4.74,NA
"Kilis",36.7184,37.1147,1988,2,NA,56.26
"Kilis",36.7184,37.1147,1988,2,6.44,NA
"Kilis",36.7184,37.1147,1988,3,NA,100.75
"Kilis",36.7184,37.1147,1988,3,8.53,NA
"Kilis",36.7184,37.1147,1988,4,NA,55.2
"Kilis",36.7184,37.1147,1988,4,14.56,NA
"Kilis",36.7184,37.1147,1988,5,NA,18.29
"Kilis",36.7184,37.1147,1988,5,20.3,NA
"Kilis",36.7184,37.1147,1988,6,NA,38.4
"Kilis",36.7184,37.1147,1988,6,24.44,NA
"Kilis",36.7184,37.1147,1988,7,NA,2.48
"Kilis",36.7184,37.1147,1988,7,29.74,NA
"Kilis",36.7184,37.1147,1988,8,NA,3.41
"Kilis",36.7184,37.1147,1988,8,28.91,NA
"Kilis",36.7184,37.1147,1988,9,NA,14.4
"Kilis",36.7184,37.1147,1988,9,24.91,NA
"Kilis",36.7184,37.1147,1988,10,NA,56.73
"Kilis",36.7184,37.1147,1988,10,17.96,NA
"Kilis",36.7184,37.1147,1988,11,NA,79.5
"Kilis",36.7184,37.1147,1988,11,8.52,NA
"Kilis",36.7184,37.1147,1988,12,NA,63.24
"Kilis",36.7184,37.1147,1988,12,6,NA
"Kilis",36.7184,37.1147,1989,1,NA,7.13
"Kilis",36.7184,37.1147,1989,1,2.95,NA
"Kilis",36.7184,37.1147,1989,2,NA,5.32
"Kilis",36.7184,37.1147,1989,2,5.58,NA
"Kilis",36.7184,37.1147,1989,3,NA,34.41
"Kilis",36.7184,37.1147,1989,3,11.34,NA
"Kilis",36.7184,37.1147,1989,4,NA,1.2
"Kilis",36.7184,37.1147,1989,4,20.36,NA
"Kilis",36.7184,37.1147,1989,5,NA,0.62
"Kilis",36.7184,37.1147,1989,5,22.63,NA
"Kilis",36.7184,37.1147,1989,6,NA,0.3
"Kilis",36.7184,37.1147,1989,6,24.58,NA
"Kilis",36.7184,37.1147,1989,7,NA,0
"Kilis",36.7184,37.1147,1989,7,28.41,NA
"Kilis",36.7184,37.1147,1989,8,NA,0
"Kilis",36.7184,37.1147,1989,8,27.52,NA
"Kilis",36.7184,37.1147,1989,9,NA,12.6
"Kilis",36.7184,37.1147,1989,9,24.18,NA
"Kilis",36.7184,37.1147,1989,10,NA,65.41
"Kilis",36.7184,37.1147,1989,10,17.18,NA
"Kilis",36.7184,37.1147,1989,11,NA,63.3
"Kilis",36.7184,37.1147,1989,11,11.61,NA
"Kilis",36.7184,37.1147,1989,12,NA,50.53
"Kilis",36.7184,37.1147,1989,12,6.89,NA
"Kilis",36.7184,37.1147,1990,1,NA,25.42
"Kilis",36.7184,37.1147,1990,1,2.77,NA
"Kilis",36.7184,37.1147,1990,2,NA,78.68
"Kilis",36.7184,37.1147,1990,2,6.19,NA
"Kilis",36.7184,37.1147,1990,3,NA,11.16
"Kilis",36.7184,37.1147,1990,3,10.2,NA
"Kilis",36.7184,37.1147,1990,4,NA,9.9
"Kilis",36.7184,37.1147,1990,4,15.28,NA
"Kilis",36.7184,37.1147,1990,5,NA,4.65
"Kilis",36.7184,37.1147,1990,5,20.87,NA
"Kilis",36.7184,37.1147,1990,6,NA,7.2
"Kilis",36.7184,37.1147,1990,6,25.49,NA
"Kilis",36.7184,37.1147,1990,7,NA,2.48
"Kilis",36.7184,37.1147,1990,7,27.76,NA
"Kilis",36.7184,37.1147,1990,8,NA,3.41
"Kilis",36.7184,37.1147,1990,8,26.94,NA
"Kilis",36.7184,37.1147,1990,9,NA,3
"Kilis",36.7184,37.1147,1990,9,24.25,NA
"Kilis",36.7184,37.1147,1990,10,NA,12.09
"Kilis",36.7184,37.1147,1990,10,19.81,NA
"Kilis",36.7184,37.1147,1990,11,NA,40.2
"Kilis",36.7184,37.1147,1990,11,13.48,NA
"Kilis",36.7184,37.1147,1990,12,NA,21.08
"Kilis",36.7184,37.1147,1990,12,7.83,NA
"Kilis",36.7184,37.1147,1991,1,NA,63.24
"Kilis",36.7184,37.1147,1991,1,5.07,NA
"Kilis",36.7184,37.1147,1991,2,NA,38.64
"Kilis",36.7184,37.1147,1991,2,5.47,NA
"Kilis",36.7184,37.1147,1991,3,NA,66.96
"Kilis",36.7184,37.1147,1991,3,10.83,NA
"Kilis",36.7184,37.1147,1991,4,NA,46.5
"Kilis",36.7184,37.1147,1991,4,15.2,NA
"Kilis",36.7184,37.1147,1991,5,NA,30.07
"Kilis",36.7184,37.1147,1991,5,18.73,NA
"Kilis",36.7184,37.1147,1991,6,NA,0
"Kilis",36.7184,37.1147,1991,6,25.34,NA
"Kilis",36.7184,37.1147,1991,7,NA,12.71
"Kilis",36.7184,37.1147,1991,7,26.44,NA
"Kilis",36.7184,37.1147,1991,8,NA,0.93
"Kilis",36.7184,37.1147,1991,8,27.02,NA
"Kilis",36.7184,37.1147,1991,9,NA,11.4
"Kilis",36.7184,37.1147,1991,9,24.36,NA
"Kilis",36.7184,37.1147,1991,10,NA,39.99
"Kilis",36.7184,37.1147,1991,10,19.68,NA
"Kilis",36.7184,37.1147,1991,11,NA,45
"Kilis",36.7184,37.1147,1991,11,12.71,NA
"Kilis",36.7184,37.1147,1991,12,NA,127.72
"Kilis",36.7184,37.1147,1991,12,4.98,NA
"Kilis",36.7184,37.1147,1992,1,NA,44.02
"Kilis",36.7184,37.1147,1992,1,1.52,NA
"Kilis",36.7184,37.1147,1992,2,NA,75.98
"Kilis",36.7184,37.1147,1992,2,2.08,NA
"Kilis",36.7184,37.1147,1992,3,NA,22.01
"Kilis",36.7184,37.1147,1992,3,6.67,NA
"Kilis",36.7184,37.1147,1992,4,NA,13.8
"Kilis",36.7184,37.1147,1992,4,13.8,NA
"Kilis",36.7184,37.1147,1992,5,NA,38.44
"Kilis",36.7184,37.1147,1992,5,18.83,NA
"Kilis",36.7184,37.1147,1992,6,NA,47.4
"Kilis",36.7184,37.1147,1992,6,23.34,NA
"Kilis",36.7184,37.1147,1992,7,NA,14.57
"Kilis",36.7184,37.1147,1992,7,25.68,NA
"Kilis",36.7184,37.1147,1992,8,NA,3.41
"Kilis",36.7184,37.1147,1992,8,28.01,NA
"Kilis",36.7184,37.1147,1992,9,NA,18
"Kilis",36.7184,37.1147,1992,9,24.15,NA
"Kilis",36.7184,37.1147,1992,10,NA,8.37
"Kilis",36.7184,37.1147,1992,10,20.72,NA
"Kilis",36.7184,37.1147,1992,11,NA,61.8
"Kilis",36.7184,37.1147,1992,11,10.98,NA
"Kilis",36.7184,37.1147,1992,12,NA,35.34
"Kilis",36.7184,37.1147,1992,12,4.2,NA
"Kilis",36.7184,37.1147,1993,1,NA,44.02
"Kilis",36.7184,37.1147,1993,1,4.01,NA
"Kilis",36.7184,37.1147,1993,2,NA,78.4
"Kilis",36.7184,37.1147,1993,2,3.85,NA
"Kilis",36.7184,37.1147,1993,3,NA,63.24
"Kilis",36.7184,37.1147,1993,3,8.89,NA
"Kilis",36.7184,37.1147,1993,4,NA,18
"Kilis",36.7184,37.1147,1993,4,14.59,NA
"Kilis",36.7184,37.1147,1993,5,NA,69.44
"Kilis",36.7184,37.1147,1993,5,18.31,NA
"Kilis",36.7184,37.1147,1993,6,NA,5.1
"Kilis",36.7184,37.1147,1993,6,24.85,NA
"Kilis",36.7184,37.1147,1993,7,NA,0
"Kilis",36.7184,37.1147,1993,7,28.28,NA
"Kilis",36.7184,37.1147,1993,8,NA,0
"Kilis",36.7184,37.1147,1993,8,28.83,NA
"Kilis",36.7184,37.1147,1993,9,NA,2.1
"Kilis",36.7184,37.1147,1993,9,24.98,NA
"Kilis",36.7184,37.1147,1993,10,NA,15.5
"Kilis",36.7184,37.1147,1993,10,21.68,NA
"Kilis",36.7184,37.1147,1993,11,NA,48.9
"Kilis",36.7184,37.1147,1993,11,9.29,NA
"Kilis",36.7184,37.1147,1993,12,NA,29.45
"Kilis",36.7184,37.1147,1993,12,8.49,NA
"Kilis",36.7184,37.1147,1994,1,NA,112.22
"Kilis",36.7184,37.1147,1994,1,8.05,NA
"Kilis",36.7184,37.1147,1994,2,NA,129.08
"Kilis",36.7184,37.1147,1994,2,7.02,NA
"Kilis",36.7184,37.1147,1994,3,NA,27.59
"Kilis",36.7184,37.1147,1994,3,10.58,NA
"Kilis",36.7184,37.1147,1994,4,NA,6.9
"Kilis",36.7184,37.1147,1994,4,17.63,NA
"Kilis",36.7184,37.1147,1994,5,NA,29.76
"Kilis",36.7184,37.1147,1994,5,21.74,NA
"Kilis",36.7184,37.1147,1994,6,NA,4.2
"Kilis",36.7184,37.1147,1994,6,25.33,NA
"Kilis",36.7184,37.1147,1994,7,NA,2.17
"Kilis",36.7184,37.1147,1994,7,27.44,NA
"Kilis",36.7184,37.1147,1994,8,NA,8.06
"Kilis",36.7184,37.1147,1994,8,28.12,NA
"Kilis",36.7184,37.1147,1994,9,NA,6.9
"Kilis",36.7184,37.1147,1994,9,28.02,NA
"Kilis",36.7184,37.1147,1994,10,NA,38.13
"Kilis",36.7184,37.1147,1994,10,22.15,NA
"Kilis",36.7184,37.1147,1994,11,NA,95.1
"Kilis",36.7184,37.1147,1994,11,11.04,NA
"Kilis",36.7184,37.1147,1994,12,NA,78.43
"Kilis",36.7184,37.1147,1994,12,3.88,NA
"Kilis",36.7184,37.1147,1995,1,NA,65.41
"Kilis",36.7184,37.1147,1995,1,6.64,NA
"Kilis",36.7184,37.1147,1995,2,NA,33.88
"Kilis",36.7184,37.1147,1995,2,8.42,NA
"Kilis",36.7184,37.1147,1995,3,NA,39.37
"Kilis",36.7184,37.1147,1995,3,10.75,NA
"Kilis",36.7184,37.1147,1995,4,NA,52.8
"Kilis",36.7184,37.1147,1995,4,14.43,NA
"Kilis",36.7184,37.1147,1995,5,NA,30.69
"Kilis",36.7184,37.1147,1995,5,21.45,NA
"Kilis",36.7184,37.1147,1995,6,NA,15.3
"Kilis",36.7184,37.1147,1995,6,26.15,NA
"Kilis",36.7184,37.1147,1995,7,NA,5.58
"Kilis",36.7184,37.1147,1995,7,27.38,NA
"Kilis",36.7184,37.1147,1995,8,NA,5.27
"Kilis",36.7184,37.1147,1995,8,28.16,NA
"Kilis",36.7184,37.1147,1995,9,NA,9.9
"Kilis",36.7184,37.1147,1995,9,24.54,NA
"Kilis",36.7184,37.1147,1995,10,NA,22.32
"Kilis",36.7184,37.1147,1995,10,19.03,NA
"Kilis",36.7184,37.1147,1995,11,NA,101.7
"Kilis",36.7184,37.1147,1995,11,9.71,NA
"Kilis",36.7184,37.1147,1995,12,NA,34.72
"Kilis",36.7184,37.1147,1995,12,6.4,NA
"Kilis",36.7184,37.1147,1996,1,NA,92.07
"Kilis",36.7184,37.1147,1996,1,5.27,NA
"Kilis",36.7184,37.1147,1996,2,NA,46.98
"Kilis",36.7184,37.1147,1996,2,7.39,NA
"Kilis",36.7184,37.1147,1996,3,NA,147.87
"Kilis",36.7184,37.1147,1996,3,9.51,NA
"Kilis",36.7184,37.1147,1996,4,NA,62.7
"Kilis",36.7184,37.1147,1996,4,12.59,NA
"Kilis",36.7184,37.1147,1996,5,NA,6.82
"Kilis",36.7184,37.1147,1996,5,21.49,NA
"Kilis",36.7184,37.1147,1996,6,NA,2.4
"Kilis",36.7184,37.1147,1996,6,26.01,NA
"Kilis",36.7184,37.1147,1996,7,NA,1.86
"Kilis",36.7184,37.1147,1996,7,30.08,NA
"Kilis",36.7184,37.1147,1996,8,NA,7.75
"Kilis",36.7184,37.1147,1996,8,28.61,NA
"Kilis",36.7184,37.1147,1996,9,NA,15.6
"Kilis",36.7184,37.1147,1996,9,23.95,NA
"Kilis",36.7184,37.1147,1996,10,NA,87.11
"Kilis",36.7184,37.1147,1996,10,17.8,NA
"Kilis",36.7184,37.1147,1996,11,NA,28.5
"Kilis",36.7184,37.1147,1996,11,12.93,NA
"Kilis",36.7184,37.1147,1996,12,NA,126.17
"Kilis",36.7184,37.1147,1996,12,9.73,NA
"Kilis",36.7184,37.1147,1997,1,NA,28.83
"Kilis",36.7184,37.1147,1997,1,6.1,NA
"Kilis",36.7184,37.1147,1997,2,NA,44.24
"Kilis",36.7184,37.1147,1997,2,4.94,NA
"Kilis",36.7184,37.1147,1997,3,NA,61.69
"Kilis",36.7184,37.1147,1997,3,7.34,NA
"Kilis",36.7184,37.1147,1997,4,NA,100.5
"Kilis",36.7184,37.1147,1997,4,11.89,NA
"Kilis",36.7184,37.1147,1997,5,NA,14.26
"Kilis",36.7184,37.1147,1997,5,21.2,NA
"Kilis",36.7184,37.1147,1997,6,NA,3
"Kilis",36.7184,37.1147,1997,6,24.83,NA
"Kilis",36.7184,37.1147,1997,7,NA,0.31
"Kilis",36.7184,37.1147,1997,7,28.12,NA
"Kilis",36.7184,37.1147,1997,8,NA,11.47
"Kilis",36.7184,37.1147,1997,8,25.75,NA
"Kilis",36.7184,37.1147,1997,9,NA,33.3
"Kilis",36.7184,37.1147,1997,9,23.22,NA
"Kilis",36.7184,37.1147,1997,10,NA,61.07
"Kilis",36.7184,37.1147,1997,10,18.51,NA
"Kilis",36.7184,37.1147,1997,11,NA,75.3
"Kilis",36.7184,37.1147,1997,11,12.15,NA
"Kilis",36.7184,37.1147,1997,12,NA,97.34
"Kilis",36.7184,37.1147,1997,12,6.52,NA
"Kilis",36.7184,37.1147,1998,1,NA,67.58
"Kilis",36.7184,37.1147,1998,1,3.98,NA
"Kilis",36.7184,37.1147,1998,2,NA,46.48
"Kilis",36.7184,37.1147,1998,2,5.17,NA
"Kilis",36.7184,37.1147,1998,3,NA,123.38
"Kilis",36.7184,37.1147,1998,3,8.78,NA
"Kilis",36.7184,37.1147,1998,4,NA,61.2
"Kilis",36.7184,37.1147,1998,4,15.28,NA
"Kilis",36.7184,37.1147,1998,5,NA,53.63
"Kilis",36.7184,37.1147,1998,5,19.48,NA
"Kilis",36.7184,37.1147,1998,6,NA,2.1
"Kilis",36.7184,37.1147,1998,6,24.93,NA
"Kilis",36.7184,37.1147,1998,7,NA,14.26
"Kilis",36.7184,37.1147,1998,7,29.07,NA
"Kilis",36.7184,37.1147,1998,8,NA,1.86
"Kilis",36.7184,37.1147,1998,8,30.61,NA
"Kilis",36.7184,37.1147,1998,9,NA,12.6
"Kilis",36.7184,37.1147,1998,9,25.45,NA
"Kilis",36.7184,37.1147,1998,10,NA,15.19
"Kilis",36.7184,37.1147,1998,10,20.25,NA
"Kilis",36.7184,37.1147,1998,11,NA,73.2
"Kilis",36.7184,37.1147,1998,11,15.22,NA
"Kilis",36.7184,37.1147,1998,12,NA,101.06
"Kilis",36.7184,37.1147,1998,12,8.61,NA
"Kilis",36.7184,37.1147,1999,1,NA,64.79
"Kilis",36.7184,37.1147,1999,1,6.85,NA
"Kilis",36.7184,37.1147,1999,2,NA,82.32
"Kilis",36.7184,37.1147,1999,2,7.52,NA
"Kilis",36.7184,37.1147,1999,3,NA,65.72
"Kilis",36.7184,37.1147,1999,3,10.58,NA
"Kilis",36.7184,37.1147,1999,4,NA,74.1
"Kilis",36.7184,37.1147,1999,4,14.92,NA
"Kilis",36.7184,37.1147,1999,5,NA,3.1
"Kilis",36.7184,37.1147,1999,5,21.84,NA
"Kilis",36.7184,37.1147,1999,6,NA,16.2
"Kilis",36.7184,37.1147,1999,6,24.82,NA
"Kilis",36.7184,37.1147,1999,7,NA,0.62
"Kilis",36.7184,37.1147,1999,7,28.48,NA
"Kilis",36.7184,37.1147,1999,8,NA,17.05
"Kilis",36.7184,37.1147,1999,8,28.73,NA
"Kilis",36.7184,37.1147,1999,9,NA,16.8
"Kilis",36.7184,37.1147,1999,9,24.4,NA
"Kilis",36.7184,37.1147,1999,10,NA,37.82
"Kilis",36.7184,37.1147,1999,10,19.55,NA
"Kilis",36.7184,37.1147,1999,11,NA,20.7
"Kilis",36.7184,37.1147,1999,11,12.26,NA
"Kilis",36.7184,37.1147,1999,12,NA,46.5
"Kilis",36.7184,37.1147,1999,12,8.12,NA
"Kilis",36.7184,37.1147,2000,1,NA,118.11
"Kilis",36.7184,37.1147,2000,1,4.16,NA
"Kilis",36.7184,37.1147,2000,2,NA,66.7
"Kilis",36.7184,37.1147,2000,2,5.01,NA
"Kilis",36.7184,37.1147,2000,3,NA,47.12
"Kilis",36.7184,37.1147,2000,3,8.59,NA
"Kilis",36.7184,37.1147,2000,4,NA,56.1
"Kilis",36.7184,37.1147,2000,4,15.69,NA
"Kilis",36.7184,37.1147,2000,5,NA,7.13
"Kilis",36.7184,37.1147,2000,5,19.95,NA
"Kilis",36.7184,37.1147,2000,6,NA,9
"Kilis",36.7184,37.1147,2000,6,26.32,NA
"Kilis",36.7184,37.1147,2000,7,NA,0.31
"Kilis",36.7184,37.1147,2000,7,30.88,NA
"Kilis",36.7184,37.1147,2000,8,NA,17.05
"Kilis",36.7184,37.1147,2000,8,28.73,NA
"Kilis",36.7184,37.1147,2000,9,NA,19.5
"Kilis",36.7184,37.1147,2000,9,24.6,NA
"Kilis",36.7184,37.1147,2000,10,NA,30.69
"Kilis",36.7184,37.1147,2000,10,18.09,NA
"Kilis",36.7184,37.1147,2000,11,NA,30.6
"Kilis",36.7184,37.1147,2000,11,12.82,NA
"Kilis",36.7184,37.1147,2000,12,NA,83.7
"Kilis",36.7184,37.1147,2000,12,6.5,NA
"Kilis",36.7184,37.1147,2001,1,NA,29.14
"Kilis",36.7184,37.1147,2001,1,6.57,NA
"Kilis",36.7184,37.1147,2001,2,NA,120.96
"Kilis",36.7184,37.1147,2001,2,7.45,NA
"Kilis",36.7184,37.1147,2001,3,NA,55.49
"Kilis",36.7184,37.1147,2001,3,13.41,NA
"Kilis",36.7184,37.1147,2001,4,NA,50.1
"Kilis",36.7184,37.1147,2001,4,15.99,NA
"Kilis",36.7184,37.1147,2001,5,NA,87.73
"Kilis",36.7184,37.1147,2001,5,19.16,NA
"Kilis",36.7184,37.1147,2001,6,NA,0.9
"Kilis",36.7184,37.1147,2001,6,25.82,NA
"Kilis",36.7184,37.1147,2001,7,NA,0.31
"Kilis",36.7184,37.1147,2001,7,28.89,NA
"Kilis",36.7184,37.1147,2001,8,NA,7.44
"Kilis",36.7184,37.1147,2001,8,28.46,NA
"Kilis",36.7184,37.1147,2001,9,NA,13.8
"Kilis",36.7184,37.1147,2001,9,25.39,NA
"Kilis",36.7184,37.1147,2001,10,NA,44.33
"Kilis",36.7184,37.1147,2001,10,19.68,NA
"Kilis",36.7184,37.1147,2001,11,NA,68.1
"Kilis",36.7184,37.1147,2001,11,10.14,NA
"Kilis",36.7184,37.1147,2001,12,NA,176.08
"Kilis",36.7184,37.1147,2001,12,6.63,NA
"Kilis",36.7184,37.1147,2002,1,NA,86.49
"Kilis",36.7184,37.1147,2002,1,2.91,NA
"Kilis",36.7184,37.1147,2002,2,NA,49
"Kilis",36.7184,37.1147,2002,2,7.73,NA
"Kilis",36.7184,37.1147,2002,3,NA,79.67
"Kilis",36.7184,37.1147,2002,3,11.26,NA
"Kilis",36.7184,37.1147,2002,4,NA,53.4
"Kilis",36.7184,37.1147,2002,4,13.79,NA
"Kilis",36.7184,37.1147,2002,5,NA,15.81
"Kilis",36.7184,37.1147,2002,5,19.18,NA
"Kilis",36.7184,37.1147,2002,6,NA,21
"Kilis",36.7184,37.1147,2002,6,25.28,NA
"Kilis",36.7184,37.1147,2002,7,NA,7.75
"Kilis",36.7184,37.1147,2002,7,29.02,NA
"Kilis",36.7184,37.1147,2002,8,NA,21.7
"Kilis",36.7184,37.1147,2002,8,27.42,NA
"Kilis",36.7184,37.1147,2002,9,NA,14.7
"Kilis",36.7184,37.1147,2002,9,24.39,NA
"Kilis",36.7184,37.1147,2002,10,NA,25.42
"Kilis",36.7184,37.1147,2002,10,20.55,NA
"Kilis",36.7184,37.1147,2002,11,NA,37.8
"Kilis",36.7184,37.1147,2002,11,13.33,NA
"Kilis",36.7184,37.1147,2002,12,NA,64.48
"Kilis",36.7184,37.1147,2002,12,3.38,NA
"Kilis",36.7184,37.1147,2003,1,NA,100.44
"Kilis",36.7184,37.1147,2003,1,6.18,NA
"Kilis",36.7184,37.1147,2003,2,NA,148.96
"Kilis",36.7184,37.1147,2003,2,4.47,NA
"Kilis",36.7184,37.1147,2003,3,NA,113.46
"Kilis",36.7184,37.1147,2003,3,7.7,NA
"Kilis",36.7184,37.1147,2003,4,NA,40.8
"Kilis",36.7184,37.1147,2003,4,13.74,NA
"Kilis",36.7184,37.1147,2003,5,NA,14.26
"Kilis",36.7184,37.1147,2003,5,21.73,NA
"Kilis",36.7184,37.1147,2003,6,NA,5.4
"Kilis",36.7184,37.1147,2003,6,25.07,NA
"Kilis",36.7184,37.1147,2003,7,NA,0
"Kilis",36.7184,37.1147,2003,7,28.49,NA
"Kilis",36.7184,37.1147,2003,8,NA,0
"Kilis",36.7184,37.1147,2003,8,29.22,NA
"Kilis",36.7184,37.1147,2003,9,NA,18
"Kilis",36.7184,37.1147,2003,9,24.07,NA
"Kilis",36.7184,37.1147,2003,10,NA,35.03
"Kilis",36.7184,37.1147,2003,10,19.86,NA
"Kilis",36.7184,37.1147,2003,11,NA,58.2
"Kilis",36.7184,37.1147,2003,11,11.67,NA
"Kilis",36.7184,37.1147,2003,12,NA,123.38
"Kilis",36.7184,37.1147,2003,12,5.79,NA
"Kilis",36.7184,37.1147,2004,1,NA,158.72
"Kilis",36.7184,37.1147,2004,1,5.03,NA
"Kilis",36.7184,37.1147,2004,2,NA,99.47
"Kilis",36.7184,37.1147,2004,2,5.26,NA
"Kilis",36.7184,37.1147,2004,3,NA,7.13
"Kilis",36.7184,37.1147,2004,3,10.72,NA
"Kilis",36.7184,37.1147,2004,4,NA,31.8
"Kilis",36.7184,37.1147,2004,4,14.51,NA
"Kilis",36.7184,37.1147,2004,5,NA,17.05
"Kilis",36.7184,37.1147,2004,5,19.13,NA
"Kilis",36.7184,37.1147,2004,6,NA,1.5
"Kilis",36.7184,37.1147,2004,6,25.33,NA
"Kilis",36.7184,37.1147,2004,7,NA,0.31
"Kilis",36.7184,37.1147,2004,7,29.29,NA
"Kilis",36.7184,37.1147,2004,8,NA,21.39
"Kilis",36.7184,37.1147,2004,8,27.28,NA
"Kilis",36.7184,37.1147,2004,9,NA,1.5
"Kilis",36.7184,37.1147,2004,9,25.53,NA
"Kilis",36.7184,37.1147,2004,10,NA,8.99
"Kilis",36.7184,37.1147,2004,10,21.55,NA
"Kilis",36.7184,37.1147,2004,11,NA,162.3
"Kilis",36.7184,37.1147,2004,11,12.15,NA
"Kilis",36.7184,37.1147,2004,12,NA,35.96
"Kilis",36.7184,37.1147,2004,12,4.1,NA
"Kilis",36.7184,37.1147,2005,1,NA,61.07
"Kilis",36.7184,37.1147,2005,1,4.73,NA
"Kilis",36.7184,37.1147,2005,2,NA,45.36
"Kilis",36.7184,37.1147,2005,2,5.42,NA
"Kilis",36.7184,37.1147,2005,3,NA,35.96
"Kilis",36.7184,37.1147,2005,3,10.55,NA
"Kilis",36.7184,37.1147,2005,4,NA,33.6
"Kilis",36.7184,37.1147,2005,4,15.39,NA
"Kilis",36.7184,37.1147,2005,5,NA,37.2
"Kilis",36.7184,37.1147,2005,5,20.51,NA
"Kilis",36.7184,37.1147,2005,6,NA,14.4
"Kilis",36.7184,37.1147,2005,6,24.09,NA
"Kilis",36.7184,37.1147,2005,7,NA,2.17
"Kilis",36.7184,37.1147,2005,7,28.54,NA
"Kilis",36.7184,37.1147,2005,8,NA,8.68
"Kilis",36.7184,37.1147,2005,8,28.11,NA
"Kilis",36.7184,37.1147,2005,9,NA,23.1
"Kilis",36.7184,37.1147,2005,9,24.23,NA
"Kilis",36.7184,37.1147,2005,10,NA,77.19
"Kilis",36.7184,37.1147,2005,10,17.38,NA
"Kilis",36.7184,37.1147,2005,11,NA,47.1
"Kilis",36.7184,37.1147,2005,11,10.37,NA
"Kilis",36.7184,37.1147,2005,12,NA,48.36
"Kilis",36.7184,37.1147,2005,12,8.17,NA
"Kilis",36.7184,37.1147,2006,1,NA,62.62
"Kilis",36.7184,37.1147,2006,1,3.94,NA
"Kilis",36.7184,37.1147,2006,2,NA,71.4
"Kilis",36.7184,37.1147,2006,2,6.73,NA
"Kilis",36.7184,37.1147,2006,3,NA,80.91
"Kilis",36.7184,37.1147,2006,3,10.94,NA
"Kilis",36.7184,37.1147,2006,4,NA,39.6
"Kilis",36.7184,37.1147,2006,4,15.56,NA
"Kilis",36.7184,37.1147,2006,5,NA,2.48
"Kilis",36.7184,37.1147,2006,5,21.05,NA
"Kilis",36.7184,37.1147,2006,6,NA,10.5
"Kilis",36.7184,37.1147,2006,6,26.26,NA
"Kilis",36.7184,37.1147,2006,7,NA,5.58
"Kilis",36.7184,37.1147,2006,7,27.73,NA
"Kilis",36.7184,37.1147,2006,8,NA,1.24
"Kilis",36.7184,37.1147,2006,8,29.3,NA
"Kilis",36.7184,37.1147,2006,9,NA,14.7
"Kilis",36.7184,37.1147,2006,9,25.09,NA
"Kilis",36.7184,37.1147,2006,10,NA,59.52
